ensembl_gene_id	external_gene_name	human_PC1
ENSG00000011028	MRC2	5.19038641540055
ENSG00000011052	NME1-NME2	5.97059675024019
ENSG00000011083	SLC6A7	4.10498960551207
ENSG00000011105	TSPAN9	2.84491205116066
ENSG00000011114	BTBD7	-5.27146694782949
ENSG00000011132	APBA3	-0.470616612054159
ENSG00000011143	MKS1	2.80541598535083
ENSG00000011198	ABHD5	-2.64613077334994
ENSG00000011201	ANOS1	1.2380143800052
ENSG00000011243	AKAP8L	1.19721562973919
ENSG00000011258	MBTD1	-2.65432623953985
ENSG00000011260	UTP18	-0.789537902127643
ENSG00000011275	RNF216	-3.29202555958486
ENSG00000011295	TTC19	3.00502050287127
ENSG00000011304	PTBP1	1.99197129742913
ENSG00000011332	DPF1	-1.78405090022023
ENSG00000011347	SYT7	3.50099888802455
ENSG00000011376	LARS2	1.20840509871863
ENSG00000011405	PIK3C2A	-0.0536179129127476
ENSG00000011422	PLAUR	-1.57760776879689
ENSG00000011426	ANLN	-0.314505056962463
ENSG00000011451	WIZ	2.63629382375005
ENSG00000011454	RABGAP1	-1.37709685545414
ENSG00000011478	QPCTL	4.24876128598905
ENSG00000011485	PPP5C	5.41087957415072
ENSG00000011523	CEP68	-3.97654299187382
ENSG00000011566	MAP4K3	-4.17902220694431
ENSG00000011590	ZBTB32	-2.7401955072118
ENSG00000011600	TYROBP	2.35705580384729
ENSG00000011638	TMEM159	1.57520343952362
ENSG00000011677	GABRA3	4.64377996081548
ENSG00000012048	BRCA1	0.540119955056051
ENSG00000012061	ERCC1	5.19394688986909
ENSG00000012124	CD22	1.74083881915176
ENSG00000012171	SEMA3B	8.77989450761869
ENSG00000012174	MBTPS2	1.16694718340394
ENSG00000012211	PRICKLE3	-4.30613921707286
ENSG00000012232	EXTL3	-2.56838093842451
ENSG00000012660	ELOVL5	2.09310462197111
ENSG00000012779	ALOX5	9.65718595485984
ENSG00000012822	CALCOCO1	7.9536810740624
ENSG00000012963	UBR7	1.70240264763032
ENSG00000012983	MAP4K5	-0.994271414950126
ENSG00000013016	EHD3	-0.127102302750005
ENSG00000013275	PSMC4	5.39227251599255
ENSG00000013288	MAN2B2	7.25320612130466
ENSG00000013297	CLDN11	-4.25854239844779
ENSG00000013306	SLC25A39	14.8717564906976
ENSG00000013364	MVP	4.73593465039604
ENSG00000013374	NUB1	3.53562205653779
ENSG00000013375	PGM3	1.06824152949659
ENSG00000013392	RWDD2A	-8.40878807033441
ENSG00000013441	CLK1	-11.3828136755653
ENSG00000013503	POLR3B	-4.38672692959477
ENSG00000013523	ANGEL1	1.74154870896581
ENSG00000013561	RNF14	0.0127748621707956
ENSG00000013563	DNASE1L1	6.98463908595715
ENSG00000013573	DDX11	1.54622375801473
ENSG00000013583	HEBP1	2.57904411010549
ENSG00000013588	GPRC5A	-3.8979000843997
ENSG00000013619	MAMLD1	-2.99133156765713
ENSG00000013725	CD6	1.49797978676949
ENSG00000013810	TACC3	0.897136868783201
ENSG00000014123	UFL1	-0.677024057649175
ENSG00000014138	POLA2	-0.260194707894799
ENSG00000014164	ZC3H3	-3.43869232201749
ENSG00000014216	CAPN1	8.69448205986417
ENSG00000014641	MDH1	10.7889358676316
ENSG00000014824	SLC30A9	5.74897616956177
ENSG00000014914	MTMR11	-1.26494335568068
ENSG00000014919	COX15	5.38713155449481
ENSG00000015133	CCDC88C	-4.79013574900042
ENSG00000015153	YAF2	-1.30690914461433
ENSG00000015171	ZMYND11	0.0476926928799629
ENSG00000015285	WAS	2.70453287816374
ENSG00000015413	DPEP1	5.79746681794145
ENSG00000015475	BID	5.62958310154008
ENSG00000015479	MATR3	5.16858784212498
ENSG00000015532	XYLT2	-3.05196670775132
ENSG00000015676	NUDCD3	0.996665511294335
ENSG00000016082	ISL1	-11.9026925984904
ENSG00000016391	CHDH	-0.252849335883377
ENSG00000016864	GLT8D1	1.08811689460436
ENSG00000017260	ATP2C1	4.69307019192209
ENSG00000017427	IGF1	5.06441822131151
ENSG00000017483	SLC38A5	7.08850032326458
ENSG00000017797	RALBP1	2.74194154089405
ENSG00000018189	RUFY3	2.25986207832469
ENSG00000018236	CNTN1	4.8093396342412
ENSG00000018280	SLC11A1	4.24009803799436
ENSG00000018408	WWTR1	-2.04946775428911
ENSG00000018510	AGPS	2.13295612788683
ENSG00000018610	STEEP1	1.46794717448511
ENSG00000018699	TTC27	0.585897163932864
ENSG00000018869	ZNF582	-3.7244367156396
ENSG00000019102	VSIG2	-0.977554852741225
ENSG00000019144	PHLDB1	-0.479717587259847
ENSG00000019169	MARCO	0.198253106902768
ENSG00000019485	PRDM11	-4.99551475192765
ENSG00000019549	SNAI2	-13.0818550001888
ENSG00000019582	CD74	4.54834842090584
ENSG00000019995	ZRANB1	-6.37916626344396
ENSG00000020129	NCDN	2.60380171553504
ENSG00000020181	ADGRA2	1.77899484703559
ENSG00000020256	ZFP64	-6.00002658253294
ENSG00000020426	MNAT1	0.0691805764951868
ENSG00000020577	SAMD4A	-3.71184081327231
ENSG00000020633	RUNX3	-4.40424252670102
ENSG00000020922	MRE11	2.95587437840991
ENSG00000021355	SERPINB1	3.0597062288237
ENSG00000021574	SPAST	-0.889408850488077
ENSG00000021645	NRXN3	-1.52187839650205
ENSG00000021762	OSBPL5	0.835616109211577
ENSG00000021776	AQR	0.555451593585127
ENSG00000021826	CPS1	8.1113725151196
ENSG00000022267	FHL1	8.43260605705018
ENSG00000022277	RTF2	5.92054402556514
ENSG00000022556	NLRP2	1.93853889002752
ENSG00000022567	SLC45A4	-3.7444018299177
ENSG00000022840	RNF10	3.97051264753983
ENSG00000022976	ZNF839	-3.42004713254209
ENSG00000023041	ZDHHC6	0.434610093341801
ENSG00000023171	GRAMD1B	-5.69290984065907
ENSG00000023191	RNH1	3.95411136034283
ENSG00000023228	NDUFS1	5.94774493021769
ENSG00000023287	RB1CC1	0.0962213434680118
ENSG00000023318	ERP44	3.97985119853218
ENSG00000023330	ALAS1	-2.27346965973417
ENSG00000023445	BIRC3	-4.71631664550264
ENSG00000023516	AKAP11	-0.368624409685072
ENSG00000023572	GLRX2	0.287851815824263
ENSG00000023608	SNAPC1	-4.25977199549888
ENSG00000023697	DERA	5.63447123717802
ENSG00000023734	STRAP	6.06239542226692
ENSG00000023839	ABCC2	-0.757374867905414
ENSG00000023892	DEF6	2.46771467955012
ENSG00000023902	PLEKHO1	-3.52691489582803
ENSG00000023909	GCLM	-1.03822810563853
ENSG00000024048	UBR2	-2.14379549165804
ENSG00000024422	EHD2	4.0795117286926
ENSG00000024526	DEPDC1	-1.06433957356203
ENSG00000024862	CCDC28A	2.58937762779977
ENSG00000025039	RRAGD	0.174836972194757
ENSG00000025156	HSF2	-6.76203021191515
ENSG00000025293	PHF20	-3.96486583843821
ENSG00000025423	HSD17B6	1.10255951917922
ENSG00000025434	NR1H3	2.69078336698338
ENSG00000025708	TYMP	1.64745814035951
ENSG00000025770	NCAPH2	4.88152928219208
ENSG00000025772	TOMM34	4.74407926695447
ENSG00000025796	SEC63	4.19806004244356
ENSG00000025800	KPNA6	-1.34236140866084
ENSG00000026025	VIM	6.57402866050063
ENSG00000026103	FAS	-3.13039111135672
ENSG00000026297	RNASET2	8.67744927597179
ENSG00000026508	CD44	4.17902762516719
ENSG00000026559	KCNG1	-2.09905940387889
ENSG00000026652	AGPAT4	-1.26507168787681
ENSG00000026751	SLAMF7	-1.09386034101506
ENSG00000026950	BTN3A1	0.103146765925709
ENSG00000027001	MIPEP	7.06196390621217
ENSG00000027075	PRKCH	-3.35852362363732
ENSG00000027644	INSRR	0.0268206260408923
ENSG00000027697	IFNGR1	-2.94148171734273
ENSG00000027847	B4GALT7	2.95477765940268
ENSG00000027869	SH2D2A	0.628740531854874
ENSG00000028116	VRK2	0.201313906766968
ENSG00000028137	TNFRSF1B	-1.28840095857217
ENSG00000028203	VEZT	0.229647389072176
ENSG00000028277	POU2F2	-0.106813098487482
ENSG00000028310	BRD9	-0.243860594835857
ENSG00000028528	SNX1	3.20856030739622
ENSG00000028839	TBPL1	-5.38576006806188
ENSG00000029153	ARNTL2	1.67480185996051
ENSG00000029363	BCLAF1	0.720657192214807
ENSG00000029364	SLC39A9	1.07901852606594
ENSG00000029534	ANK1	0.296155097218924
ENSG00000029639	TFB1M	-2.0393544537343
ENSG00000029725	RABEP1	1.18953415302423
ENSG00000029993	HMGB3	3.4868389608907
ENSG00000030066	NUP160	-0.467367524220352
ENSG00000030110	BAK1	0.105633644339955
ENSG00000030419	IKZF2	-8.02950524817871
ENSG00000030582	GRN	10.3976199809298
ENSG00000031003	FAM13B	-0.758955736213444
ENSG00000031081	ARHGAP31	-5.48729698634634
ENSG00000031691	CENPQ	-2.34105607704819
ENSG00000031698	SARS1	3.53292606061296
ENSG00000031823	RANBP3	-0.954677773256944
ENSG00000032219	ARID4A	-6.28624303286192
ENSG00000032389	EIPR1	2.21747632357636
ENSG00000032444	PNPLA6	6.9453123326086
ENSG00000032742	IFT88	0.44883399560254
ENSG00000033011	ALG1	2.1217691936662
ENSG00000033030	ZCCHC8	-6.30512183638709
ENSG00000033050	ABCF2	4.10414142560846
ENSG00000033100	CHPF2	-2.81839493126195
ENSG00000033122	LRRC7	1.46478647296022
ENSG00000033170	FUT8	-0.867793331051955
ENSG00000033178	UBA6	1.56928030160602
ENSG00000033327	GAB2	-3.59942155399792
ENSG00000033627	ATP6V0A1	3.47762449190278
ENSG00000033800	PIAS1	-7.69406971401734
ENSG00000033867	SLC4A7	-0.635007813138555
ENSG00000034053	APBA2	2.18165218828437
ENSG00000034152	MAP2K3	-1.25791874894628
ENSG00000034510	TMSB10	10.1875156283541
ENSG00000034533	ASTE1	-9.33610735495306
ENSG00000034677	RNF19A	-7.91066034222908
ENSG00000034693	PEX3	2.59802380566059
ENSG00000034713	GABARAPL2	6.29819098570718
ENSG00000035115	SH3YL1	0.229522350790238
ENSG00000035141	FAM136A	4.55997151130591
ENSG00000035403	VCL	3.85622056036037
ENSG00000035499	DEPDC1B	3.29745585963382
ENSG00000035664	DAPK2	0.0352134165805242
ENSG00000035681	NSMAF	-0.162625267399777
ENSG00000035687	ADSS2	0.467683651859099
ENSG00000035720	STAP1	5.31622737546281
ENSG00000035862	TIMP2	5.10659696197416
ENSG00000035928	RFC1	-0.797316175784753
ENSG00000036054	TBC1D23	-1.31258609756811
ENSG00000036257	CUL3	-1.81844062101834
ENSG00000036448	MYOM2	0.275872375634102
ENSG00000036530	CYP46A1	-0.967649137250567
ENSG00000036549	ZZZ3	-5.25283051836078
ENSG00000036672	USP2	-8.90597242809543
ENSG00000037042	TUBG2	0.650363937031562
ENSG00000037241	RPL26L1	4.94156099482831
ENSG00000037280	FLT4	2.23000874401655
ENSG00000037474	NSUN2	1.00094193822297
ENSG00000037637	FBXO42	-8.53703012262584
ENSG00000037749	MFAP3	-3.59942391934388
ENSG00000037757	MRI1	4.25320349367192
ENSG00000037897	METTL1	-3.05466412659516
ENSG00000037965	HOXC8	-8.44910147330591
ENSG00000038002	AGA	6.48536456703028
ENSG00000038210	PI4K2B	3.06261863940785
ENSG00000038219	BOD1L1	-2.30543420781398
ENSG00000038274	MAT2B	-0.0169121094723499
ENSG00000038295	TLL1	-0.750441732086361
ENSG00000038358	EDC4	2.81283664845478
ENSG00000038382	TRIO	-1.70364700816359
ENSG00000038427	VCAN	2.19303782092944
ENSG00000038532	CLEC16A	0.351420342827289
ENSG00000039068	CDH1	5.91848634062038
ENSG00000039123	MTREX	-0.0269367438334245
ENSG00000039319	ZFYVE16	0.00868293575341317
ENSG00000039523	RIPOR1	3.42198828012174
ENSG00000039560	RAI14	2.49967619852955
ENSG00000039650	PNKP	5.28731529861059
ENSG00000040199	PHLPP2	-5.94802639239462
ENSG00000040275	SPDL1	-0.716064261637562
ENSG00000040341	STAU2	2.54752844225536
ENSG00000040487	SLC66A1	-2.98060170498188
ENSG00000040531	CTNS	-0.792912921095887
ENSG00000040608	RTN4R	-4.7016066430039
ENSG00000040633	PHF23	-9.8315850618129
ENSG00000040933	INPP4A	0.344626202442449
ENSG00000041353	RAB27B	1.17717179772023
ENSG00000041357	PSMA4	7.29176520815934
ENSG00000041515	MYO16	0.121345725377597
ENSG00000041802	LSG1	-0.293385120004939
ENSG00000041880	PARP3	5.038596378297
ENSG00000041982	TNC	3.23732553665958
ENSG00000041988	THAP3	-6.5697695522208
ENSG00000042088	TDP1	-1.31449332606724
ENSG00000042286	AIFM2	1.04191615831998
ENSG00000042317	SPATA7	-5.07629623866985
ENSG00000042429	MED17	-9.95190481171376
ENSG00000042445	RETSAT	5.41665971753801
ENSG00000042493	CAPG	10.0176437907383
ENSG00000042753	AP2S1	6.79401196574339
ENSG00000043039	BARX2	-0.802751194912472
ENSG00000043093	DCUN1D1	-2.55514878884282
ENSG00000043143	JADE2	-6.07059851641428
ENSG00000043355	ZIC2	-9.64479628725241
ENSG00000043462	LCP2	-2.104191764111
ENSG00000043514	TRIT1	0.0710756234661964
ENSG00000043591	ADRB1	-4.04741421490333
ENSG00000044090	CUL7	2.32323997908921
ENSG00000044115	CTNNA1	7.49541948923313
ENSG00000044446	PHKA2	3.45316454585938
ENSG00000044459	CNTLN	-2.55684717995699
ENSG00000044524	EPHA3	-2.27104400548493
ENSG00000044574	HSPA5	1.0872171285765
ENSG00000046604	DSG2	5.05077686298792
ENSG00000046647	GEMIN8	0.615802877368949
ENSG00000046651	OFD1	-0.731673999497761
ENSG00000046653	GPM6B	3.99138881479628
ENSG00000046889	PREX2	-0.931301432840219
ENSG00000047056	WDR37	-5.4458432943829
ENSG00000047188	YTHDC2	0.36605442923091
ENSG00000047230	CTPS2	3.53818782449155
ENSG00000047249	ATP6V1H	1.29649646333671
ENSG00000047315	POLR2B	1.64291596043095
ENSG00000047346	FAM214A	-1.86183720696188
ENSG00000047365	ARAP2	-5.50610529715279
ENSG00000047410	TPR	0.234334803779266
ENSG00000047457	CP	3.91550319751199
ENSG00000047578	KATNIP	-2.45014877346211
ENSG00000047579	DTNBP1	-0.782730670119564
ENSG00000047597	XK	0.346658077305961
ENSG00000047621	C12orf4	-0.863606964223145
ENSG00000047634	SCML1	3.0393016689437
ENSG00000047644	WWC3	1.43502898013015
ENSG00000047648	ARHGAP6	0.914842066323045
ENSG00000047849	MAP4	4.96821615508424
ENSG00000047932	GOPC	-4.4377041841502
ENSG00000048028	USP28	1.01913330489733
ENSG00000048052	HDAC9	-3.25894848812031
ENSG00000048140	TSPAN17	5.21443182946702
ENSG00000048162	NOP16	-4.35172229809037
ENSG00000048342	CC2D2A	0.99985577837363
ENSG00000048392	RRM2B	0.999832039538845
ENSG00000048405	ZNF800	-8.31219735684818
ENSG00000048462	TNFRSF17	-3.01642874202598
ENSG00000048471	SNX29	-2.169841167767
ENSG00000048540	LMO3	-2.97240749011862
ENSG00000048544	MRPS10	2.2264744283652
ENSG00000048649	RSF1	-4.95633448430862
ENSG00000048707	VPS13D	-1.60910408662786
ENSG00000048740	CELF2	3.8646904005251
ENSG00000048828	FAM120A	2.58128755034128
ENSG00000048991	R3HDM1	3.04102669499915
ENSG00000049089	COL9A2	5.52594129607366
ENSG00000049130	KITLG	-3.25693434138261
ENSG00000049167	ERCC8	1.74687823529509
ENSG00000049192	ADAMTS6	-2.06833648966194
ENSG00000049239	H6PD	-0.0509475774693186
ENSG00000049245	VAMP3	2.65528339238859
ENSG00000049246	PER3	0.523566452444144
ENSG00000049249	TNFRSF9	-1.74524408979979
ENSG00000049283	EPN3	-2.69866335989375
ENSG00000049323	LTBP1	3.55168756095476
ENSG00000049449	RCN1	5.87900402086782
ENSG00000049540	ELN	-0.219141646801047
ENSG00000049541	RFC2	4.20244712447949
ENSG00000049618	ARID1B	-4.75903969465667
ENSG00000049656	CLPTM1L	7.16515831058425
ENSG00000049759	NEDD4L	-1.16606451018649
ENSG00000049768	FOXP3	-0.907254757705688
ENSG00000049769	PPP1R3F	-0.164897915082359
ENSG00000049860	HEXB	10.0523263243652
ENSG00000049883	PTCD2	-1.94485665454198
ENSG00000050130	JKAMP	-1.52543886992589
ENSG00000050165	DKK3	3.59532142374764
ENSG00000050327	ARHGEF5	-4.51988712887367
ENSG00000050344	NFE2L3	-1.11459187815556
ENSG00000050393	MCUR1	5.17479997361198
ENSG00000050405	LIMA1	0.621041006865564
ENSG00000050426	LETMD1	5.03572508052634
ENSG00000050438	SLC4A8	1.54753308438214
ENSG00000050555	LAMC3	5.88751664990464
ENSG00000050628	PTGER3	-2.51782666806811
ENSG00000050730	TNIP3	0.0897871515163278
ENSG00000050748	MAPK9	5.34013712348091
ENSG00000050767	COL23A1	3.06535170830482
ENSG00000050820	BCAR1	-6.01005848667288
ENSG00000051009	FAM160A2	-3.16920999615385
ENSG00000051108	HERPUD1	-6.91631452681824
ENSG00000051128	HOMER3	4.16986096138021
ENSG00000051180	RAD51	0.375058306724499
ENSG00000051341	POLQ	-2.10180273555768
ENSG00000051382	PIK3CB	-3.51058138347276
ENSG00000051523	CYBA	13.2272039276901
ENSG00000051596	THOC3	4.18711264342981
